id;main_word;s1;s2;s3;s4;s5
1744;KOTARA;Roleta;Stora;Firanka;Zasłona;Parawan
1745;STRONA INTERNETOWA;Komputer;Www;Witryna;Dokument;Http
1746;CEP;Narzedzie Rolnicze;Proste;Młócic;Kij;Dzierżak
1747;ROZPOREK;Wtorek;Zabki;Suwak;Rozpinac;Spodnie
1748;MASON;Wolnomularz;Członek;Loża;Rytuał;Liberał
1749;AŻUR;Przeswitujacy;Koronka;Dziurka;Tkanina Artystyczna;Zdobienie
1750;SYLABA;Fonologia;Zgłoska;Jezyk;Wyraz;Akcent
1751;BILL CLINTON;Stany Zjednocznone;Hillary;Prezydent;Rozporek;Monica Lewinsky
1752;FLUORESCENCYJNY;Mikroskop;Luminescencja;W Nocy;Swiecacy;Fosfor
1753;BÓBR;Płakac;Zwierze;Tama;Rzeka;Zeby
1754;BEZPRZEWODOWY;Nadajnik;Kabel;Internet;Mobilny;Telefon
1755;CIASTKO;Z Czekolada;Ekler;Słodkie;Kruche;Cukiernia
1756;CHRZEST;Komunia;Sakrament;Niemowle;Jan;Bierzmowanie
1757;ANDRZEJKI;Listopad;Wosk;Wróżby;Imieniny;Zabawa
1758;TASIEMIEC;Moda Na Sukces;Jelita;Uzbrojony;Pasożyt;Serial
1759;LIKIER;Baileys;Alkohol;Słodki;Gesty;Adwokat
1760;WEZYR;Minister;Monarchia Muzułmanska;Persja;Doradca;Sułtan
1761;MONTEZUMA;Gra Komputerowa;Aztekowie;Indianie;Meksyk;Władca
1762;BARBARZYNCA;Okrutny;Człowiek Prymitywny;Konan;Pierwotny;Dziki
1763;PSZCZOŁA;Pasieka;Truten;Ul;Miód;Maja
1764;OTCHŁAN;Piekło;Czelusc;Głebia;Przepasc;Nieskonczonosc
1765;KSIEGOWA;Główna;Podatki;Rozliczenie;Finanse;Biuro
1766;KORPORACJA;Duży;Organizacja;Syndykat;Koncern;Firma
1767;KOBZA;Struny;Szkocja;Instrument;Grac;Dudy
1768;GLORIA;Chwała;Gaynor;Estefan;In Excelsis Deo;Sława
1769;PLOTKA;Gwiazda;Skandal;Fama;Vip;Obgadywanie
1770;DOMINO;Kamienie;Kostki;Gra;Płytka;Dopasowac
1771;ZASILANIE;Akumulator;Prad;Moc;Energia;Baterie
1772;ZAKLECIE;Czarodziej;Różdżka;Hokus Pokus;Abrakadabra;Magia
1773;KOAGULACJA;Proces Chemiczny;Koloid;żel;Pasta;Jogurt
1774;NIRWANA;Oczyszczenie;Kurt Cobain;Zespół Rockowy;Wyzwolenie;Buddyzm
1775;RADA NADZORCZA;Zarzad;Korporacja;Firma;Prezes;Dyrektor
1776;ORDER;Złoto;Virtuti Militari;Medal;Gwiazda;Odznaczenie
1777;ABITURIENT;Szkoła;Ukonczyc;Student;Uczen;Matura
1778;SYNAGOGA;Jarmułka;Judaizm;Swiatynia;Bożnica;żydzi
1779;SEDES;Toaleta;Łazienka;Kibel;Siadac;Deska Klozetowa
1780;FORTEL;Sztuczka;Wybieg;Podstep;Trik;Spryt
1781;FALA;Akustyczna;Elektromagnetyczna;Uderzeniowa;Morze;Wojsko
1782;EKSMISJA;Pismo;Mieszkanie;Usuniecie;Bruk;Wyprowadzka
1783;SZARADA;Rebus;Wiersz;Łamigłówka;Krzyżówka;Zagadka
1784;AKWARIUM;Pływanie;Woda;Glonojad;Szklane;Rybki
1785;MARKA;Symbol;Nazwa;Firma;Producent;Logo
1786;SZPIEG;Agent;Kraina Deszczowców;Panstwo;Wywiad;Skradac Sie
1787;PARIAS;Wyrzutek;Ucisniony;Biedak;Indie;Kasta
1788;KRZYŻÓWKA;Wypełniac;Litery;Hasło;Kratka;Scrabble
1789;GRATIS;Za Darmo;Promocja;Wiecej;Procent;Dodatek
1790;MARATON;Filmowy;490 Rok Pne;Bieg;Kilometry;Sport
1791;MAJOWIE;Cywilizacja;Indianie;Hieroglify;Starożytnosc;Meksyk
1792;SMIERCIONOSNY;Zabijac;Bron;Niebezpieczny;Szkodliwy;Ładunek
1793;KATHARSIS;Oczyszczenie;Teatr Grecki;Sztuka;Doda;Duchowe
1794;ORGANIZACJA;Grupa;Społeczenstwo;Narodów Zjednocznych;Stowarzyszenie;Instytucja
1795;DELIRIUM TREMENS;Szał;Obłed;Biała Goraczka;Majaczenie;Alkohol
1796;TOTALIZATOR SPORTOWY;Milion;Kumulacja;Gra;Wygrana;Lotto
1797;PERŁA;Małża;Masa;Naszyjnik;Organiczny;Biżuteria
1798;GOOGLE MAPS;Lokalizacja;Trasa;Hybryda;Teren;Zdjecie Satelitarne
1799;STACJA BENZYNOWA;Bezołowiowa;On;Paliwo;Przy Drodze;Tankowanie
1800;ADAM MAŁYSZ;Telemark;Skoki Narciarskie;Wisła;Wasik;Belka Startowa
1801;OKŁADKA;Oprawa;Foliowa;Sztywna;Ksiażka;Introligator
1802;OLGA JACKOWSKA;Paranoja Jest Goła;Boskie Buenos;Maanam;Cykady Na Cykladach;Kora
1803;ELABORAT;Profesor;Pisemne;Tekst;Długi;Opracowanie
1804;SZCZEKOSCISK;żuchwa;Zeby;Skurcz;Rekin;Przykurcz Miesni
1805;GORACA CZEKOLADA;Mleczna;Napój;Rozgrzewajacy;Słodki;Kakao
1806;ROZPUSZCZALNIK;Farba;Rozcienczac;Steżenie;Łatwopalny;Opary
1807;ŻALUZJE;Opuszczac;Ciemno;Okno;Rolety;Zasłaniac
1808;KAUKAZ;Azja;Góry;Elbrus;Rasa;Owczarek
1809;VOODOO;Klatwa;Laleczka;Czary;Afryka;Zombie
1810;ALBERT EINSTEIN;E=mc2;Profesor;Szalony;Atom;Fizyk
1811;DEGRENGOLADA;Upadek;W Dół;Spadek Warosci;Staczanie Sie;Dno
1812;FIKCJA;Naukowa;Rzeczywistosc;Literacka;Kłamstwo;Nieprawda
1813;PARAPETÓWKA;Impreza;Wprowadzic Sie;Okno;Mieszkanie;Goscie
1814;DEFETYZM;Zwyciestwo;Pesymizm;Siejesz;Porażka;Niewiara
1815;KLAUSTROFOBIA;Pomieszczenie;Lek;Winda;Ciasny;Zamkniety
1816;ZASADA;Obyczaj;Reguła;Chemia;Kwas;Odczyn
1817;SEMAFOR;Trakcja;Pociag;Swietlny;Opuszczony;Tory Kolejowe
1818;MATADOR;Byk;Hiszpania;Czerwona Plachta;Muleta;Korrida
1819;MATA;Bambus;Dywanik;Joga;Zapasy;Plecionka
1820;MIARKA;Liczyc;Przebrac;Krawiec;Centymetr;Linijka
1821;MAKE UP;Malowanie;Makijaż;Puder;Szminka;Tusz
1822;WACHTA;Dyspozycja;Nocna;Służba;Dyżur;żeglarstwo
1823;BIURKO;Mebel;Odrabiac Lekcje;Uczen;Komputer;Praca
1824;FANKLUB;Gwiazda;Idol;Grupa;Wielbiciel;Zespół
1825;RYM;Składac Sie;Strofa;Wiersz;Poeta;Biały
1826;GRES;Glazura;Ceramika;Kafelki;Terakota;Kamien
1827;PUMA;Kot;Czarny;Nike;Adidas;But Sportowy
1828;BARBÓRKA;Kopalnia;Swieto;Górnik;Wegiel;Czarny
1829;POMOC;Pierwsza;Ratowac życie;Pogotowie;S.o.s.;Zakupy
1830;SZOGUN;Japonski Generał;Richard Chamberlain;Harakiri;Film;Miecz
1831;INKASENT;Poborca;Podatek;Pieniadze;Rachunek;Płacic
1832;POJEDYNEK;Szermierka;Szachy;Dwóch;Walka;Rywalizacja
1833;SPRINTER;100m;Stoper;Szybko;Olimpiada;Mercedes
1834;WARTA;Pzu;Czuwanie;Wojsko;Poznan;Rzeka
1835;KARBURATOR;Samochód;Silnik Spalinowy;Paliwo;Rozruch;Gaznik
1836;WACHA;Paliwo;Wartownia;Benzyna;Samochód;Strażnica
1837;KABAŁA;Ruch Religijny;Pasjans;Cyganka;Madonna;Wróżba
1838;COCA COLA;Czerwony;Napój Gazowany;Odrdzewia;Puszka;Fanta
1839;AWATAR;Film 3d;Forum;Skóra;Cyberprzestrzen;Obrazek
1840;GRYF;Herb;Mityczne Zwierze;Lew;Gitara;Podstrunnica
1841;KORELACJA;Współzależnosc;Stosunek;Zgranie;Powiazanie;Pomiedzy
1842;KOMIWOJAŻER;Wedrowiec;Domokrażca;Handlowiec;Handel;Akwizytor
1843;WOLTYŻER;Kon;Napoleon;Cyrk;Jezdziec;Gimnastyka
1844;PERGAMIN;Papier;Pieczenie;Piramidy;Zwój;Egipt
1845;KARCZMA;Jadłodajnia;Jadło;Knajpa;Gospoda;Bar
1846;MAKSIMUM;Ekstremum;Ekstremalny;Minimalny;Minimum;Najwiecej
1847;FIDEL CASTRO;Havana;El Comandante;Dyktator;Przywódca;Kuba
1848;STANOWISKO;Ranga;Posada;Wysoki;Punkt Widzenia;Postawic
1849;ZAPALNICZKA;Ogien;Gaz;Papieros;Zapałki;Płomien
1850;PIESC;Zaciskac;Reka;Boks;Palce;Dłon
1851;ORZEZWIENIE;Chłodny;Bryza;Napój;Mieta;Guma Do żucia
1852;PROGRESYWNY;Nowoczesny;Zwiekszanie;Modernistyczny;Do Przodu;Postep
1853;PIANA;Kapiel;Biały;Białko;Piwo;Gasnica
1854;RATATUJ;Potrawa;Bajka;Szczur;Ratatouille;Gotowanie
1855;LAPSUS;Przejezyczenie;Pomyłka;Nieumyslny;Niezamierzony;Bład
1856;ETER;Anestezjolog;Paliwo;Zapach;Usypiac;Rozpszczalnik
1857;DROMADER;Baktrian;Wielbład;Jeden;Garb;Pustynia
1858;MARSZRUTA;Kierunek Marszu;Kolumna;Plan Drogi;Punkty W Terenie;Wojsko
1859;BLAMAŻ;Hanba;Osmieszenie;Kompromitacja;Wstyd;Porażka
1860;SKALP;Skóra;Zrywac;Trofeum;Indianie;Włosy
1861;TRABANT;Samochód;Wartburg;Nrd;Plastik;Mydelniczka
1862;TRAKTOR;Ciagnik;Plon;Orac;Pole;Pojazd
1863;ROWER;Łancuch;Kolarzówka;Tour De France;Składak;Górski
1864;FUTERAŁ;Pokrowiec;Opakowanie;Ochraniacz;Instrument;Skrzypce
1865;NIESMIERTELNY;Smierc;Wieczny;Christopher Lambert;Wampir;Film
1866;MEDYTACJA;Om;Buddyzm;Trans;Kwiat Lotosu;Skupienie
1867;KOSMITA;Marsjanin;E.t.;Zielony;Stwór;Ufo
1868;TABORET;Stołek;Krzesło;Kuchnia;Siedziec;Bez Oparcia
1869;ANALIZA;Matematyczna;Badanie;Rozkład;Rozbiór;Synteza
1870;PALCAT;Poganiac;Kon;Bacik;Jezdziec;Szpicruta
1871;MASECZKA;Twarz;Cera;Odżywka;Ogórek;Kosmetyczka
1872;KUBA;Ameryka Srodkowa;Hawana;Cygaro;Wojewódzki;Fidel Castro
1873;DOPAMINA;Szczescie;Serotonina;Hormon;Mózg;Euforia
1874;BITA SMIETANA;Lody;Ubijac;Snieżka;Deser;Biały
1875;SÓL;Przyprawa;Pieprz;Jodowana;Wieliczka;Chlorek Sodu
1876;WILKOŁAK;Pełnia;Ksieżyc;Noc;Zamiana;Wilk
1877;SPOŁECZENSTWO;Populacja;Zbiorowosc;Ludzie;Wspólnota;Panstwo
1878;HARCERSTWO;Skaut;Lilijka;Obóz;Zhp;Hufiec
1879;SWINGERS;Rozpusta;Sex;Wymiana;Klub;Znudzenie
1880;DZWIEK;Gama;Słyszec;Muzyka;Ton;Głos
1881;SKRYBA;Odrecznie;Pióro;Ksiega;Pisarz;Mnich
1882;RZAD;Władac;Sejm;Senat;Polityka;Premier
1883;ZNICZ;Grób;Swieczka;Zapalac;Cmentarz;Ogien Olimpijski
1884;NIEUJEMNY;Plus;Minus;Ujemny;Zero;Dodatni
1885;SYNONIM;Bliskoznaczny;Równy;Podobny;Słownik;Wyraz
1886;WENFLON;Rurka;Igła;żyła;Szpital;Kroplówka
1887;EXCALIBUR;Lancelot;Bron;Celtowie;Miecz Swiatła;Król Artur
1888;ROGATKA;Obrzeża;Przejazd Kolejowy;Miasto;Posterunek;Budynek
1889;SZABAT;Odpoczynek;żydzi;Swieto;Sobota;Stworzenie Swiata
1890;MANIFESTOWAC;Transparent;Pochód;Pokazywac;Demonstrowac;Ulica
1891;KRYZYS;Spowolnienie Gospodarcze;Zwolnienia Grupowe;Recesja;Załamanie;Sztab
1892;DOSTATEK;Nadmiar;Bogactwo;Zasobnosc;Wystawnosc;Przepych
1893;FUNDUSZ EMERYTALNY;Oszczednosci;Ubezpieczenie;Otwarty;Składki;Filar
1894;GŁOS;Spiewac;Słuchac;Wybory;Krtan;Mówic
1895;PKP;Jeżdzic;Wagon;Konduktor;Pociag;Wars
1896;SZERMIERKA;Szabla;Floret;Olimpiada;Sport;Szpada
1897;NIECKA;Dolina;Zagłebienie;Teren;Geografia;Łagodna
1898;OGIER;Klacz;Kon;Stajnia;Maczo;Pasc
1899;ULEWA;Burza;Chmura;Deszcz;Niebo;Woda
1900;STRAJK;Przerwa;Zwiazki Zawodowe;Praca;Szpital;Pielegniarka
1901;CHINY;Komunizm;Plac Tiananmen;Panstwo Srodka;Azja;Skosnooki
1902;SPIWÓR;Obóz;Posciel;Namiot;Spac;Kołdra
1903;PIŻAMA;Łóżko;Sen;Strój;Ubranie;Noc
1904;ROK AKADEMICKI;żak;Uczelnia;365 Dni;Studia;Semestr
1905;FATAMORGANA;Woda;Karawana;Pustynia;Złudzenie;Oaza
1906;MYDELNICZKA;Pojemnik;Łazienka;Umywalka;Rece;Mydło
1907;POT;Pachy;Mokry;Antyprespirant;Dezodorant;Upał
1908;BANKOMAT;Karta;Bank;Pin;Pieniadze;Wybierac
1909;ABDYKACJA;Przestac;Zrzec Sie;Władza;Król;Ustapic Ze Stanowiska
1910;PARKIET;Drewno;Tanczyc;Cyklinowac;Giełda;Podłoga
1911;FILIŻANKA;Porcelana;Kawa;Pic;Kubek;Spodek
1912;MELISA;Pic;Liscie;Zaparzyc;Uspokajac;Nerwy
1913;MANEKIN;Figura;Sklep;Wystawa;Plastik;Ubranie
1914;LECZO;Potrawa;Wegry;Cukinia;Warzywa;Papryka
1915;KOPERTA;Znaczek;List;Łapówka;Wysyłac;Adres
1916;KOMPAS;Azymut;Magnes;Biegun;Strony Swiata;Busola
1917;OGÓREK MAŁOSOLNY;Zielony;Kiszony;Konserwowy;Warzywo;Zakaska
1918;CZUJNIK;Zmiana;Reagowac;Mierzyc;Sprawdzac;Kontrolowac
1919;STEFAN BATORY;Król Polski;Siedmiogród;Statek;Xvi Wiek;Bona
1920;SZLAK;Góry;Mapa;Turystyka;Wycieczka;Wytyczac
1921;POSCIEL;Kołdra;Łóżko;Spac;Przescieradło;Scielic
1922;MAZURY;Mamry;Pod Namiot;Warmia I;Jeziora;Jacht
1923;KLASY;Skakanie;Szkoła;Kreda;Gra;Dzieci
1924;KSIEGARNIA;Podrecznik;Regał;Kupowac;Sklep;Ksiazka
1925;AGENT TOMEK;Marczuk - Pazura;Afera;Telewizja;Szpieg;Kasia
1926;FORMUŁA 1;Bolid;Wyscigi;Samochód;Kubica;Tor
1927;ZEBRA;Czarny;Afryka;Kon;Paski;Biały
1928;KONCERT;Scena;Wystep;Widownia;Gwiazda;życzen
1929;AUTOMAT;Pralka;Robot;Mechanizm;Karabin;Gra
1930;MIKROSKOP;Okular;Ogladac;Preparat;Biologia;Powiekszenie
1931;WITRAŻ;Kolorowy;Okno;Szyba;Wizerunek;Kosciół
1932;WNIOSEK URLOPOWY;Wypisac;Wczasy;Wakacje;Druk;Praca
1933;LEKTOR;Film;Mówic;Czytac;Pismo Swiete;Tłumaczenie
1934;SOLNICZKA;Przyprawa;Wieliczka;Słone;Cukier;Pieprz
1935;SUTANNA;Ubranie;Koloratka;Ksiadz;Strój;Czarny
1936;STUDNIÓWKA;Zabawa;Matura;Egzamin;Szkoła Srednia;Bal
1937;BARŁÓG;Wyrko;Nieporzadek;Spac;Posłanie;Łóżko
1938;KLAMKA;Pocałowac;Zapadac;Drzwi;Zamykac;Szpital Wariatów
1939;FAŁSZERZ;Pieniadze;Osoba;Kopia;Podrabiac;Falsyfikat
1940;SUPEŁ;Gordyjski;Rozplatac;Wiazac;Wezeł;Sznurowadła
1941;STEREOTYP;Szufladkowac;Przesad;Wyobrażenie;Kalka;Przekonanie
1942;DYWAN;Latajacy;Odkurzac;Podłoga;Alladyn;Perski
1943;PIERNIKI;Torun;Baba Jaga;Ciastka;Nadzienie;Miód
1944;KAPIBARA;Swinia;Ssak;Cejrowski;Najwiekszy;Gryzon
1945;KITEL;Szpital;Pielegniarka;Lekarz;Fartuch;Biały
1946;SŁUCHAWKA;Dzwonic;Prysznic;Telefon;Rozmawiac;Ucho
1947;ODRA;Granica;Choroba;Rzeka;Wrocław;Szczepienie
1948;AKCENT;Sylaba;Jezyk;Obcy;Mówic;Przedostatnia
1949;WIDELEC;Sztucce;Jesc;Zupa;Nóż;Łyżka
1950;TWARÓG;Smietana;Ser Biały;Sól;Krowa;Szczypiorek
1951;MIS KORALGOL;Niedzwiedz;Wieczorynka;Dzieci;Dobranocka;Uszatek
1952;SPÓJNOSC;Zgodnosc;Scisle;Kompatybilnosc;Pasowac;Poglady
1953;PROMIEN;Laser;Słonce;Okrag;Koło;Srednica
1954;PRZEDŁUŻACZ;Rozgałeziacz;Gniazdko;Kabel;Przewód;Prad
1955;LOGO;Grafika;Marka;Firma;Emblemat;Znak
1956;SZPACHLOWAC;Ubytki;Remont;Wyrównac;Sciana;Nakładac
1957;MAZUREK DABROWSKIEGO;Legiony;Piesn;Józef Wybicki;Jeszcze;Hymn
1958;KOMPLEKSY;Akceptacja;Problem;Posiadac;Kobieta;Wady
1959;NOBEL;Maria Skłodowska-curie;Dostac;Wybuch;Nagroda;Dynamit
1960;WALIZKA;Bagaż;Pakowac;Dokumenty;Podróż;Ubrania
1961;CZOSNEK;Aromat;Zabek;Warzywo;Wampir;Sos
1962;ABAŻUR;żarówka;Ozdoba;Osłona;Sufit;Klosz
1963;ROZKŁAD JAZDY;Pociag;Godzina;Przyjazd;Odjazd;Autobus
1964;ZAKOPANE;Górale;Gubałówka;Krupówki;Oscypki;Tatry
1965;EUROWIZJA;Edyta Górniak;Festiwal;Piosenka;Europa;Konkurs
1966;GOZDZIK;Komuna;Kwiat;P R L;Czerwony;Dzien Kobiet
1967;MECH;Zielony;Miekki;Poszycie;Las;Drzewo
1968;POLITECHNIKA;Uniwersytet;Uczelnia;Inżynier;Szkoła;Studiowac
1969;PAŁAC KULTURY;Stolica;Warszawa;Budynek;Rosjanie;Iglica
1970;PACZKA;Listonosz;Wysyłka;Priorytet;Pudełko;Poczta
1971;KOREKTOR;Długopis;Wysychac;Maskowac;Biały;Do Twarzy
1972;EKSPRESS DO KAWY;Pianka;Kuchnia;Mleko;Urzadzenie;Capuccino
1973;KOZA;Trawa;Zwierze;Rogi;Mleko;Góra
1974;PANTOFELEK;Noga;Stopa;Pierwotniak;Kopciuszek;But
1975;NARTY;Snieg;Góry;Zima;Jezdzic;Sport
1976;TATUAŻ;Ciało;Igła;Henna;Marynarz;Ramie
1977;WETERYNARZ;Choroba;Pies;Eskulap;Zwierzeta;Lekarz
1978;BAZAR;Kupowac;Sprzedawac;Handel;Targ;Rynek
1979;ZRENICA;Wzrok;Ciemno;Powiekszac Sie;Swiatło;Oko
1980;DŁUGOPIS;Flamaster;Zeszyt;Wkład;Pisac;Pisak
1981;ROZKRECIC;Zegarek;Czesci;Impreze;Interes;Koło
1982;BAGNO;Moczary;Mokro;Podmokły;Błoto;Bagno
1983;ADAM;Mickiewicz;Biblia;Raj;Pierwszy;Ewa
1984;LOBBY;Wpływac;Pozaparlamentarna Grupa;Nacisk;Kuluary;Nakłaniac
1985;DIETA;Otyłosc;Odchudzanie;Stosowac;Kalorie;Nadwaga
1986;SZPITAL;Karetka;Operacja;Leczyc;Lekarz;Izba Przyjec
1987;MUNDUREK;Ziemniaki;Giertych;Szkoła;żołnierz;Ubranie
1988;KURTYNA;Scena;Zasłaniac;Opadac;żelazna;Teatr
1989;REGIPS;Zaprawa;Remont;Równac;Sciana;Płyta
1990;SWIECA ZAPACHOWA;Płomien;Palic Sie;Aromat;Wosk;Knot
1991;LUDOBÓJSTWO;Zbrodnia;Masowo;Holocaust;Mordowac;Wojna
1992;FINLANDIA;Laponia;Wódka;Renifery;Sw. Mikołaj;Skandynawia
1993;STOPER;Bieg;Sport;Czas;Zegarek;Odmierzac
1994;NOTATNIK;Informacje;Zapisywac;Zeszyt;Kartki;Notes
1995;CECHA;Charakterystyczna;Opisywac;Mantysa;Własciwosc;Przymiot
1996;WIESZAC PRANIE;Ubranie;Klamerki;Sznur;Mokry;Pralka
1997;PASJANS;Układac;Karty;Talia;Pajak;Gra
1998;WIRTUALNY;Pamiec;Rzeczywisty;Serwer;Realny;Internet
1999;MŁYN;Zboże;Maka;Woda;Kamien;Koło
2000;STADION;Sport;Trybuny;Piłka Nożna;Boisko;Lekkoatletyka
2001;KIEROWNICA;Skrecac;Sterowac;Reka;Kółko;Samochód
2002;JAN PAWEŁ II;Polak;Wadowice;Watykan;Papież;Karol Wojtyła
2003;POLSKA;Kraj;Nasz;Hymn;Ojczyzna;Biało-czerwoni
2004;PIN;Kod;Numer;Bezpieczenstwo;Bankomat;Telefon
2005;TEMPERÓWKA;Strugac;Ołówek;Ostrzyc;Piórnik;Kredki
2006;PIELGRZYMKA;Czestochowa;Mekka;Isc;Religia;Jasna Góra
2007;MC'DONALDS;Frytki;Fast Food;Szybka Obsługa;Shake;Hamburger
2008;AUTOSTOP;Podróż;Droga;Kciuk;Samochód;Łapac
2009;WIEDZMA;Kot;Wróżby;Baba;Czarownica;Stara
2010;MONITOR;Piksel;Lcd;Wyswietlac;Komputer;Ekran
2011;BELFAST;Irlandia;Stolica;Północna;Ira;Miasto
2012;AFRONT;Nietakt;Zniewaga;Obrazic;Nieuprzejmosc;Faux Pas
2013;CYRK;Klaun;Sztuczki;Namiot;Zwierzeta;Arena
2014;ICHTIOLOGIA;Badania;Dziedzina;Wiedza;Ryby;Nauka
2015;CZAJNIK;Woda;Gotowac;Elektryczny;Wrzec;Gwizdek
2016;TABELA;Excel, Word;Kolumny I Wersy;Komórki;Linie;Dane
2017;AKT;Fotografia;Nagosc;Sad;Dokument;Prawny
2018;APOKALIPSA;Objawienie Sw. Jana;Koniec Swiata;Zagłada;Jezdzcy;Nowy Testament
2019;EJAKULACJA;Sex;Penis;Orgazm;Sperma;Wytrysk
2020;TELEEKSPRES;17.00;Pociag;Tvp 1;Orłos;Wiadomosci
2021;BRZYDULA;Przemko;Viola;Moda;Tvn;Serial
2022;GANGSTER;Mafia;Al Capone;Prohibicja;Przestepca;Bandyta
2023;DENTYSTA;Zeby;Stomatolog;Lekarz;Plomba;Leczyc
2024;ETANOL;C2h5oh;Zwiazek;Pic Wódke;Metanol;Alkohol
2025;SZELKI;Spadac;Spodnie;Pasek;Zapinac;Trzymac
2026;OPATRUNEK;Rana;Gaza;Krew;Ochrona;Zakładac
2027;ORNAMENT;Dekoracja;Wzór;Roslinny;Malowac;Ozdoba
2028;TRZEPAK;Dywan;Podwórko;Poprzeczka;Fikołki;Kurz
2029;BAWARIA;Monachium;Oktoberfest;Niemcy;Land;Piwo
2030;UZURPATOR;Zagarnac;Należy Sie;Przejac;Władza;Prawo
2031;TELESKOP;Astronomia;Luneta;Gwiazdy;Planety;Hubble
2032;NAGNIOTEK;Stopa;Palec;Skóra;Buty;Odcisk
2033;ZMYWARKA;Myc;Kuchnia;Pralka;Naczynia;Maszyna
2034;KURA;Znosic;Jajko;Kogut;Ptak;Drób
2035;PINOKIO;Dżepetto;Pajacyk;Drewno;Nos;Kłamac
2036;BAL;Bawic Sie;Bal;Przebieranców;Taniec;Zabawa
2037;ZŁODZIEJ;Krasc;Rabunek;Zabrac;Przestepca;Vii Przykazanie
2038;LAWA;Wezuwiusz;Erupcja;Etna;Krater;Wulkan
2039;MOHER;Materiał;Czapka;Beret;Babcia;Wełna
2040;SZWECJA;Sztokholm;Gustaw;Skandynawia;Panstwo;Potop
2041;FIRANA;Karnisz;Okno;Wisiec;Zasłona;żaluzja
2042;ROZDZIAŁ;Dzielic;Etap;Czesc;Ksiażka;Powiesc
2043;GRZAŁKA;Ciepło;Gotowac;Czajnik;Elektryczna;Prad
2044;WYBORY PREZYDENCKIE;Głosowanie;Kaczynski;Demokracja;Urna;Fałszowac
2045;AMBULANS;Sanitariusz;Na Sygnale;Ratownik;Erka;Karetka
2046;PRZYZWYCZAJENIE;Czesto;Nawyk;Miec;Nałóg;Zawsze
2047;SKUWKA;Długopis;Flamaster;Mazak;Zatyczka;Wyjatek
2048;BILON;Pieniadze;Metal;Drobne;Banknot;Moneta
2049;LOTNISKO;Samolot;Czekac;Okecie;Terminal;Port
2050;WIELKI SZLEM;Turniej;Lewa;Brydż;Wszystko;Tenis
2051;TAXI;Jezdzic;Taxometr;Złotówa;Taryfa;żółty Samochód
2052;BIEDRONKA;Kropki;Zakupy;Dyskont Spożywczy;Owad;Sklep
2053;ASYSTENT;Uczelnia;Stanowisko;Prezes;Sekretarz;Pomocnik
2054;EGIPT;Panstwo;Pustynia;Piramidy;Afryka;Faraon
2055;KONFERENCJA;Posiedzenie;Organizowac;Prasowa;Wykład;Zebranie
2056;BAZYLIKA;Kosciół;Nawa;Swiatynia;Swiety Paweł;Kaplica
2057;KORSYKA;Sardynia;Francja;Wyspa;Morze Sródziemne;Napoleon Bonaparte
2058;TESTOSTERON;Jadra;Lejdis;Meżczyzna;Hormon;Film
2059;ŁODZ PODWODNA;żółta;Morze;Okret;Juliusz Verne;U- Boot
2060;WIELKI POST;Sroda Popielcowa;Wielkanoc;Karnawał;Swieto;40 Dni
2061;POLOWANIE;Dziczyzna;Mysliwy;Zwierzyna;Łowy;Tropienie
2062;ŁAJBA;Woda;Statek;Stary;Pływac;Łódz
2063;EKUMENIZM;Chrzescijanie;Religia;Kosciół;Wyznanie;Wspólnota
2064;WYWROTOWIEC;Demonstracja;Obalic;Rewolucja;Zamieszki;Bunt
2065;FOLDER;Katalog;Plik;Reklama;Ulotka;Prospekt
2066;GURU;Duchowy Przywódca;Czcic;Hinduizm;Mentor;Sekta
2067;BAŻANT;Ptak;Drób;Piwo;Polowac;Złoty
2068;UGODA;Konsensus;Porozumienie;Konflikt;Zgoda;Strona
2069;PAPILOTY;Loki;Wałki;Fryzura;Włosy;Głowa
2070;CNOTA;Prawiczek;Zaleta;Dziewica;Moralnosc;Tracic
2071;EWIDENCJA;Ludnosc;Wykaz;Rejestracja;Spis;Statystyka
2072;WSTRZYMANIE OGNIA;Przerwanie;Zawieszenie Broni;Rozejm;Walka;Bitwa
2073;MŁOTEK;Gwozdzie;Wbijac;Kabinerki;Sciana;Narzedzie
2074;DEBET;Bank;Saldo;Pieniadze;Konto;Karta
2075;RUBASZNY;Kiedys;Swobodny;Bezceremonialny;Prosty;Sprosny
2076;ABORDAŻ;Walka;Piraci;Bitwa;Statek;Atak
2077;SZAFRAN;Krokus;żółty;Barwnik;Przyprawa;Kwiat
2078;JUWENALIA;Impreza;Uniwersytet;Szkoła;Student;Koncert
2079;KORDON SANITARNY;Posterunek;Epidemia;Choroba;Wojsko;Kwarantanna
2080;MAJÓWKA;Piknik;Weekend;Wiosna;Wyjazd;Maj
2081;NASZA SZKAPA;Dzieci;Kobyła;Nowela;Maria Konopnicka;Lektura
2082;UKŁAD SŁONECZNY;Mikołaj Kopernik;Planeta;Wenus;Ziemia;Orbita
2083;CZAPKA NIEWIDKA;Głowa;Magia;Znikac;Zobaczyc;Czarodziejski
2084;EKLER;Zamek Błyskawiczny;Krem;Bita Smietana;Ciastko;Ptys
2085;DZIELNICOWY;Komisariat;Policjant;Rewir;Mundur;Funkcjonariusz
2086;SYMBIOZA;Współżycie;Korzysc;Organizm;Łaczyc;Mutualizm
2087;TRABKA;Instrument Dety;Dmuchac;Słon;Grac;Eustachiusza
